nl-product-card__no-button href,nl-product-card__title,nl-product__brand--bold,nl-product-card__image-wrap src,nl-price--total,nl-price--now,nl-price--each,bv_text,bv_text (2),bv-off-screen,nl-tag,nl-tag (2),nl-product__code,nl-rebate-header,nl-product-card__atc-button-label,nl-price--total--red,nl-price--was,nl-price--was (2),nl-price--was (3),sr-only,nl-product-card__urgent-low-stock,nl-checkbox__text,nl-product-card__availability-message,nl-price--now (2),nl-product-card__show-colour,nl-tag src,nl-price--each (2),nl-product-card__link-text,nl-product-card__title (2),nl-product-card__title (3),nl-rebate__grey-copy-msg--link href,nl-rebate__grey-copy-msg--link,lazyload src
https://www.canadiantire.ca/fr/pdp/chaise-pour-table-a-manger-de-jardin-canvas-coventry-hills-avec-coussin-hydrofuge-avec-protection-anti-uv-colombe-0882032p.html,"Chaise pour table à manger de jardin CANVAS Coventry Hills avec coussin hydrofuge avec protection anti-UV, colombe",CANVAS,https://media-www.canadiantire.ca/product/seasonal-gardening/backyard-living/outdoor-furniture/0882032/canvas-coventry-hills-cast-dining-chair-dove-313115d3-52d4-49f8-8b8f-9aa55da7e369-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.5,(37),4.5 étoile(s) sur 5. 37 évaluations,Liquidation◊,Mieux notés,#088-2032-4,,Options,"79,93 $",Était±,±,"169,99 $","prix était 169,99 $",,Comparer,,,,https://media-www.canadiantire.ca/category-content/2023/northern-light/tested-fr.png,,,,,,,
https://www.canadiantire.ca/fr/pdp/flotteur-bateau-gonflable-en-forme-de-tortue-a-protection-uv-avec-auvent-pour-bebes-0813469p.html,Flotteur/Bateau gonflable en forme de tortue à protection UV avec auvent pour bébés,,https://media-www.canadiantire.ca/product/seasonal-gardening/backyard-fun/pool-fun/0813469/inflatable-baby-boat-for-pool-turtle-f0bc9ed7-704b-4d2c-986f-2c108554e973-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,3.7,(24),3.7 étoile(s) sur 5. 24 évaluations,Liquidation◊,Exclusivité,#081-3469-4,,Ajouter,"9,93 $",Était±,±,"19,99 $","prix était 19,99 $",Il n’en reste que 1,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/jantes-et-roues-en-acier-direct-fit-pour-pneus-d-hiver-noir-lustre-0096295p.html,"Jantes et roues en acier Direct Fit pour pneus d'hiver, noir lustré",,https://media-www.canadiantire.ca/product/automotive/tires/wheels-and-accessories/0090321/x45759-wheel-rims-6a75373f-9c98-4be2-bf74-5be1e007147a-jpgrendition.jpg?im=whresize&wid=200&hei=200,"112,99 $",et+,chaque,4.3,(371),4.3 étoile(s) sur 5. 371 évaluations,Liquidation◊,Mieux notés,#009-0302X,,Options,,,,,,,,,,,https://media-www.canadiantire.ca/category-content/2023/northern-light/tested-fr.png,,,,,,,
https://www.canadiantire.ca/fr/pdp/brembon-disque-de-frein-1139113p.html,Brembon - Disque de frein,Brembo,https://media-www.canadiantire.ca/product/automotive/heavy-auto-parts/brakes/0161919/08-a029-11-brembo-rotor-603e50ba-d16f-4038-a439-7829e7c5d5bf-jpgrendition.jpg?im=whresize&wid=200&hei=200,"42,99 $",et+,,4.0,(194),4.0 étoile(s) sur 5. 194 évaluations,Liquidation◊,Mieux notés,#016-0500X,,Options,,,,,,,,,,+ Plus d'options,,,,,,,,
https://www.canadiantire.ca/fr/pdp/tapis-d-auto-toute-saison-motomaster-paq-4-0312551p.html,"Tapis d’auto toute saison MotoMaster, paq. 4",MotoMaster,https://media-www.canadiantire.ca/product/automotive/car-care-accessories/auto-comfort/0312551/mats-multi-season-4-piece-black-7592236f-90e9-448e-a044-1bab95b6e103-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.4,(328),4.4 étoile(s) sur 5. 328 évaluations,Liquidation◊,Mieux notés,#031-2551X,,Options,"13,93 $",Était,,"39,99 $","prix était à partir de 39,99 $",,,,et+,+ Plus d'options,https://media-www.canadiantire.ca/category-content/2023/northern-light/tested-fr.png,,,,,,,
https://www.canadiantire.ca/fr/pdp/faitout-rond-master-chef-en-fonte-allant-au-four-rouge-1423471p.html,"Faitout rond MASTER Chef en fonte, allant au four, rouge",MASTER Chef,https://media-www.canadiantire.ca/product/living/kitchen/cookware/1423471/masterchef-2-8-quart-round-dutch-oven-red-5485922f-a0a0-462c-b864-d89605aae1a9.png?im=whresize&wid=200&hei=200,,,,4.7,(261),4.7 étoile(s) sur 5. 261 évaluations,Liquidation◊,Articles à succès,#142-3471X,,Options,,,,,,,Comparer,,,+ Plus d'options,,,,,,,,
https://www.canadiantire.ca/fr/pdp/friteuse-a-air-electrique-antiadhesive-master-chef-3-5-l-0430318p.html,"Friteuse à air électrique antiadhésive MASTER Chef, 3,5 L",MASTER Chef,https://media-www.canadiantire.ca/product/living/kitchen/kitchen-appliances/0430318/master-chef-3-5l-digital-air-fryer-61e58ff6-20e5-4cd4-897c-e71138009d95-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.3,(28),4.3 étoile(s) sur 5. 28 évaluations,Liquidation◊,Mieux notés,#043-0318-4,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/raclette-gril-2-en-1-reversible-et-antiadhesif-heritage-the-rock-pour-8-personnes-noir-18-x-10-po-0431341p.html,"Raclette-gril 2-en-1 réversible et antiadhésif Heritage The Rock pour 8 personnes, noir, 18 x 10 po",Heritage,https://media-www.canadiantire.ca/product/living/kitchen/kitchen-appliances/0431341/heritage-rock-raclette-set-17e9cfb3-2633-4bde-b8ea-0e4c2c877a29-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.7,(1069),4.7 étoile(s) sur 5. 1069 évaluations,Liquidation◊,Mieux notés,#043-1341-0,,Options,,,,,,,Comparer,,,,https://media-www.canadiantire.ca/category-content/2023/northern-light/tested-fr.png,,,,,,,
https://www.canadiantire.ca/fr/pdp/infuseur-ninjamd-dualbrew-pro-grounds-pods-machine-a-cafe-programmable-avec-carafe-en-verre-noir-12-tasses-0430960p.html,"Infuseur NinjaMD DualBrew Pro Grounds & Pods, machine à café programmable avec carafe en verre, noir, 12 tasses",Ninja,https://media-www.canadiantire.ca/product/living/kitchen/kitchen-appliances/0430960/ninja-dualbrew-pro-grounds-pods-specialty-coffee-system-428d76dc-ffb0-4186-9b4d-c6638f9a3090-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.0,(914),4.0 étoile(s) sur 5. 914 évaluations,Liquidation◊,Articles à succès,#043-0960-2,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/bols-pour-la-preparation-des-repas-master-chef-paq-6-1424994p.html,"Bols pour la préparation des repas MASTER Chef, paq. 6",MASTER Chef,https://media-www.canadiantire.ca/product/living/kitchen/bakeware-baking-prep/1424994/masterchef-6-piece-prep-bowls-e5c32298-4a23-4307-9887-12bd9dffa1b8-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.4,(41),4.4 étoile(s) sur 5. 41 évaluations,Liquidation◊,Mieux notés,#142-4994-2,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/friteuse-numerique-t-fal-easy-fry-xl-avec-panier-antiadhesif-4-4-pintes-0430944p.html,"Friteuse numérique T-fal Easy Fry XL avec panier antiadhésif, 4,4 pintes",T-fal,https://media-www.canadiantire.ca/product/living/kitchen/kitchen-appliances/0430944/t-fal-easy-fry-xl-digital-air-fryer-522fbded-9325-4864-be12-05fde1c3d407-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.2,(591),4.2 étoile(s) sur 5. 591 évaluations,Liquidation◊,Articles à succès,#043-0944-2,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/balai-d-essuie-glace-reflex-gold-0212700p.html,Balai d'essuie-glace Reflex Gold,Reflex,https://media-www.canadiantire.ca/product/automotive/auto-maintenance/wiper-blades/0212700/k213d-reflex-gold-wiper-blade-43a4dd4e-e19a-4a78-b575-0097f830afa5-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,3.7,(2062),3.7 étoile(s) sur 5. 2062 évaluations,Liquidation◊,Exclusivité,#021-2700X,,Options,,,,,,,,,,+ Plus d'options,,,,,,,,
https://www.canadiantire.ca/fr/pdp/couteaux-forges-en-acier-inoxydable-henckels-fine-edge-solution-avec-bloc-poignee-ergonomique-paq-14-1427088p.html,"Couteaux forgés en acier inoxydable Henckels Fine Edge Solution avec bloc, poignée ergonomique, paq. 14",Henckels,https://media-www.canadiantire.ca/product/living/kitchen/cutlery/1427088/henckels-fine-edge-solution-14-pc-knife-set-440ea463-3f1d-49e8-8655-9d20929274e4-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,3.6,(190),3.6 étoile(s) sur 5. 190 évaluations,Liquidation◊,Articles à succès,#142-7088-2,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/televiseur-intelligent-rca-rtru5528-roku-4k-uhd-55-po-4990118p.html,"Téléviseur intelligent RCA RTRU5528, Roku 4K UHD, 55 po",RCA,https://media-www.canadiantire.ca/product/automotive/electronics/home-electronics/4990118/rca-55a-4k-smart-tv-rtru5528-w-hdmi-input-d7cc5373-69d2-4851-bef6-c0b40bf67414-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,3.5,(33),3.5 étoile(s) sur 5. 33 évaluations,Liquidation◊,Articles à succès,#499-0118-6,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/mijoteuse-et-friteuse-a-air-multifonctions-12-en-1-speedi-sup-mc-sup-de-ninja-repas-en-15-minutes-6-pintes-0430345p.html,"Mijoteuse et friteuse à air multifonctions 12-en-1 SpeediMC de Ninja, repas en 15 minutes, 6 pintes",Ninja,https://media-www.canadiantire.ca/product/living/kitchen/kitchen-appliances/0430345/ninja-6qt-speedi-rapid-cooker-air-fryer-2a1afbef-40d4-4808-b78b-57e052499946-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.7,(214),4.7 étoile(s) sur 5. 214 évaluations,Liquidation◊,Mieux notés,#043-0345-8,,Options,,,,,,,Comparer,,,,,,,MC,,,,
https://www.canadiantire.ca/fr/pdp/faitout-ovale-master-chef-en-fonte-durable-allant-au-four-bleu-1423474p.html,"Faitout ovale Master Chef en fonte durable, allant au four, bleu",Master Chef,https://media-www.canadiantire.ca/product/living/kitchen/cookware/1423475/masterchef-4-6-quart-oval-dutch-oven-blue-dc845957-1745-43bb-b78a-eb79d3b7e06e-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.7,(146),4.7 étoile(s) sur 5. 146 évaluations,Liquidation◊,Mieux notés,#142-3474X,,Options,,,,,,,Comparer,,,+ Plus d'options,,,,,,,,
https://www.canadiantire.ca/fr/pdp/barbecue-au-gaz-naturel-napoleon-rebel-avec-tablettes-laterales-rabattables-3-bruleurs-gris-graphite-0850039p.html,"Barbecue au gaz naturel Napoleon Rebel avec tablettes latérales rabattables, 3 brûleurs, gris graphite",Napoleon,https://media-www.canadiantire.ca/product/seasonal-gardening/backyard-living/outdoor-cooking/0850039/napoleon-rebel-3-burner-natural-gas-bbq-1e56463e-86ef-4ea9-9f97-957c23635f97-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.4,(141),4.4 étoile(s) sur 5. 141 évaluations,Liquidation◊,Mieux notés,#085-0039-8,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/ensemble-de-detente-for-living-avenue-4-pieces-1881372p.html,"Ensemble de détente For Living Avenue, 4 pièces",For Living,https://media-www.canadiantire.ca/product/seasonal-gardening/backyard-living/outdoor-furniture/1881372/for-living-avenue-4-pc-conversation-set-3f6194c7-af31-4b20-8c68-e15c8926954d-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.1,(12),4.1 étoile(s) sur 5. 12 évaluations,Liquidation◊,Mieux notés,#188-1372-2,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/disques-d-haltere-en-fonte-cap-barbell-poids-varies-paq-1-0840037p.html,"Disques d'haltère en fonte CAP Barbell, poids variés, paq. 1",CAP Barbell,https://media-www.canadiantire.ca/product/playing/exercise/strength/0840054/35lb-eco-iron-plate-059ab9c8-5a07-476f-a73e-35bba47cf72b-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.7,(113),4.7 étoile(s) sur 5. 113 évaluations,Liquidation◊,Mieux notés,#084-0037X,,Options,,,,,,,,,,+ Plus d'options,,,,,,,,
https://www.canadiantire.ca/fr/pdp/radiateur-hybride-sans-fil-a-air-pulse-dewalt-70k-btu-0766273p.html,Radiateur hybride sans fil à air pulsé DEWALT 70K BTU,DEWALT,https://media-www.canadiantire.ca/product/playing/camping/camping-living/0766273/70k-btu-cordless-forced-air-propane-hybrid-heater-3e1a8936-3a3e-469e-81fd-320bca77bd06-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.6,(18),4.6 étoile(s) sur 5. 18 évaluations,Liquidation◊,Mieux notés,#076-6273-4,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/sacs-a-sandwichs-refermables-a-glissiere-simplicite-zip-top-paq-400-1531027p.html,"Sacs à sandwichs refermables à glissière Simplicité Zip-Top, paq. 400",Simplicité,https://media-www.canadiantire.ca/product/living/home-essentials/household-consumables/1531027/sandwich-bags-400-ct-8f9f37ab-f6eb-4ffa-8a2b-e7d75949c1bf-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.7,(41),4.7 étoile(s) sur 5. 41 évaluations,Liquidation◊,Mieux notés,#153-1027-8,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/cafetiere-a-une-tasse-keurig-sup-md-sup-k-mini-sup-md-sup-compatible-avec-les-tasses-de-voyage-rose-2-tasses-0430330p.html,"Cafetière à une tasse KeurigMD K-MiniMD, compatible avec les tasses de voyage, rose, 2 tasses",Keurig,https://media-www.canadiantire.ca/product/living/kitchen/kitchen-appliances/0430330/k-mini-single-serve-coffee-maker-pink-ca55347a-30df-471a-ae67-648367cd647a-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.1,(1576),4.1 étoile(s) sur 5. 1576 évaluations,Liquidation◊,Mieux notés,#043-0330-2,,Options,,,,,,,Comparer,,,,,,,MD,MD,,,
https://www.canadiantire.ca/fr/pdp/jante-en-acier-0096083p.html,Jante en acier,,https://media-www.canadiantire.ca/product/automotive/tires/wheels-and-accessories/0096007/x41768-steel-wheel-silver-17x7-5-6-139-7-78-3-38-0-86b93186-2bfe-41f7-ad40-a465cd79da03-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,3.0,(2),3.0 étoile(s) sur 5. 2 évaluations,Liquidation◊,,#009-8926-2,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/aspirateur-traineau-pour-planchers-durs-a-fil-leger-miele-classic-c1-0438400p.html,Aspirateur-traîneau pour planchers durs à fil léger Miele Classic C1,Miele,https://media-www.canadiantire.ca/product/living/cleaning/vacuums-and-floorcare/0438400/miele-classic-c1-hardfloor-canister--3057c04c-6b4f-4b07-aadb-c128bed3ae10-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.7,(144),4.7 étoile(s) sur 5. 144 évaluations,Liquidation◊,Articles à succès,#043-8400-8,,Options,,,,,,,Comparer,,,,https://media-www.canadiantire.ca/category-content/2023/northern-light/tested-fr.png,,,,,,,
https://www.canadiantire.ca/fr/pdp/cafetiere-a-expresso-ninja-luxe-cafe-premier-4991980p.html,Cafetière à expresso Ninja Luxe Café Premier,Ninja,https://media-www.canadiantire.ca/product/living/kitchen/kitchen-appliances/4991980/ninja-espresso-maker-es501c-257f7dac-c9a6-44cd-83cb-b4af3e05b908-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.3,(64),4.3 étoile(s) sur 5. 64 évaluations,Liquidation◊,Mieux notés,#499-1980-4,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/batteur-sur-socle-a-bol-relevable-master-chef-a-7-vitesses-noir-4-7-pintes-0432746p.html,"Batteur sur socle à bol relevable MASTER Chef à 7 vitesses, noir, 4,7 pintes",MASTER Chef,https://media-www.canadiantire.ca/product/living/kitchen/kitchen-appliances/0432746/master-chef-stand-mixer-cd8acf5d-910f-47f5-9c98-afbdec779244-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,3.8,(69),3.8 étoile(s) sur 5. 69 évaluations,Liquidation◊,Articles à succès,#043-2746-2,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/pneu-tout-terrain-cooper-discoverer-at3-4s-pour-camionnette-et-vus-4084005p.html,Pneu tout-terrain Cooper Discoverer AT3 4S pour camionnette et VUS,,https://media-www.canadiantire.ca/product/automotive/tires/light-truck-tires/0062186/-p235-70r16-106t-cooper-discoverer-at3-4s-21d2721f-a868-4c23-b59f-984050124548-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.5,(698),4.5 étoile(s) sur 5. 698 évaluations,Liquidation◊,Mieux notés,#006-2806X,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/cafetiere-ninja-une-tasse-a-2-modes-d-infusions-mouture-et-dosettes-noir-6-tasses-0430322p.html,"Cafetière Ninja une tasse à 2 modes d'infusions, mouture et dosettes, noir, 6 tasses",Ninja,https://media-www.canadiantire.ca/product/living/kitchen/kitchen-appliances/0430322/ninja-single-serve-dual-brew-coffee-maker-grounds-pods-9fdbc95e-09e7-410f-8622-3d8c377c1c62-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.1,(122),4.1 étoile(s) sur 5. 122 évaluations,Liquidation◊,Mieux notés,#043-0322-2,,Options,,,,,,,Comparer,,,,https://media-www.canadiantire.ca/category-content/2023/northern-light/tested-fr.png,,,,,,,
https://www.canadiantire.ca/fr/pdp/barbecue-et-fumoir-a-granules-de-bois-avec-commandes-numeriques-master-chef-grill-turismo-0853185p.html,Barbecue et fumoir à granules de bois avec commandes numériques MASTER Chef Grill Turismo,MASTER Chef,https://media-www.canadiantire.ca/product/seasonal-gardening/backyard-living/outdoor-cooking/0853185/masterchef-grill-turismo-pellet-grill-0e9e7b45-7f3b-40ef-b79d-a60edcc1aca5-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,3.6,(216),3.6 étoile(s) sur 5. 216 évaluations,Liquidation◊,Exclusivité,#085-3185-0,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/meuble-pour-televiseur-avec-foyer-electrique-multimedia-canvas-kingwood-57-po-1-500-w-telecommande-comprise-brun-0643556p.html,"Meuble pour téléviseur avec foyer électrique multimédia CANVAS Kingwood, 57 po, 1 500 W, télécommande comprise, brun",CANVAS,https://media-www.canadiantire.ca/product/living/home-decor/electric-fireplaces/0643556/masterflame-kingwood-media-frplc-1a6a64a9-425a-4b61-9d8c-e37dba00072d-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.1,(299),4.1 étoile(s) sur 5. 299 évaluations,Liquidation◊,Mieux notés,#064-3556-8,,Options,,,,,,,Comparer,,,,https://media-www.canadiantire.ca/category-content/2023/northern-light/tested-fr.png,,,,,,,
https://www.canadiantire.ca/fr/pdp/velo-supercycle-moon-rider-enfants-roue-de-12-po-bleu-vert-0711798p.html,"Vélo Supercycle Moon Rider, enfants, roue de 12 po, bleu/vert",Supercycle,https://media-www.canadiantire.ca/product/seasonal-gardening/cycling/bicycles/0711798/supercycle-moonrider-kids-bike-12--199f33cc-88c0-4e88-a199-c9a555027047-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.1,(41),4.1 étoile(s) sur 5. 41 évaluations,Liquidation◊,Mieux notés,#071-1798-6,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/bloc-d-alimentation-demarreur-de-batterie-motomaster-eliminator-et-chargeur-portatif-usb-batterie-au-lithium-ion-750-a-12-v-0111906p.html,"Bloc d’alimentation/démarreur de batterie MotoMaster Eliminator et chargeur portatif USB, batterie au lithium-ion, 750 A, 12 V",MotoMaster Eliminator,https://media-www.canadiantire.ca/product/automotive/light-auto-parts/auto-battery-accessories/0111906/motomaster-eliminator-750a-lithium-jump-starter-ccff5e39-142e-4787-9d86-50f34785801e-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,3.8,(341),3.8 étoile(s) sur 5. 341 évaluations,Liquidation◊,Exclusivité,#011-1906-4,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/foyer-multimedia-for-living-0644025p.html,Foyer multimédia For Living,For Living,https://media-www.canadiantire.ca/product/living/home-decor/electric-fireplaces/0644025/for-living-media-fireplace-26f7ac61-6c7d-4973-a137-d6d3c7e1623b-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.3,(17),4.3 étoile(s) sur 5. 17 évaluations,Liquidation◊,Mieux notés,#064-4025-6,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/nettoyeur-humide-a-planchers-durs-tineco-go-h2o-sans-fil-0437223p.html,"Nettoyeur humide à planchers durs Tineco GO H2O, sans fil",Tineco,https://media-www.canadiantire.ca/product/living/cleaning/vacuums-and-floorcare/0437223/tineco-go-h2o-cordless-floor-washer-powder-blue-dfc48f59-55d6-4c50-a3ae-230a87c31ebb-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.5,(92),4.5 étoile(s) sur 5. 92 évaluations,Liquidation◊,Mieux notés,#043-7223-6,,Options,,,,,,,Comparer,,,,https://media-www.canadiantire.ca/category-content/2023/northern-light/tested-fr.png,,,,,,,
https://www.canadiantire.ca/fr/pdp/grille-pain-four-a-convection-numerique-heritage-argent-0430948p.html,"Grille-pain four à convection numérique Heritage, argent",Heritage,https://media-www.canadiantire.ca/product/living/kitchen/kitchen-appliances/0430948/heritage-23l-toaster-oven-89096a8a-1eae-4095-8806-77b683ab0898.png?im=whresize&wid=200&hei=200,,,,3.9,(267),3.9 étoile(s) sur 5. 267 évaluations,Liquidation◊,Articles à succès,#043-0948-4,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/sacs-de-congelation-en-plastique-simplicite-zip-top-grand-paq-80-1531029p.html,"Sacs de congélation en plastique Simplicité Zip-Top, grand, paq. 80",Simplicité,https://media-www.canadiantire.ca/product/living/kitchen/food-storage/1531029/simplicit-large-freezer-storage-bags-80-ct-16871241-bcd2-4552-b4a1-0afbe8f97ec7-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.7,(74),4.7 étoile(s) sur 5. 74 évaluations,Liquidation◊,Mieux notés,#153-1029-4,,Ajouter,"6,93 $",Était±,±,"13,99 $","prix était 13,99 $",,,101 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/aspirateur-automatique-shark-aspirateur-robot-sans-fil-ai-ultra-commandes-intelligentes-avec-base-a-vidage-automatique-rv2502aeca-0439427p.html,"Aspirateur automatique Shark, aspirateur-robot sans fil AI Ultra, commandes intelligentes avec base à vidage automatique RV2502AECA",Shark,https://media-www.canadiantire.ca/product/living/cleaning/vacuums-and-floorcare/0439427/shark-ai-self-empty-xl-robot-vacuum-962ba8cc-ba39-49e8-a59a-91c31dc64cfe.png?im=whresize&wid=200&hei=200,,Maintenant,,4.3,(1779),4.3 étoile(s) sur 5. 1779 évaluations,Liquidation◊,Mieux notés,#043-9427-0,,Ajouter,"349,93 $",Était±,±,"599,99 $","prix était 599,99 $",,Comparer,25 En Stock,,,https://media-www.canadiantire.ca/category-content/2023/northern-light/tested-fr.png,,,,,,,
https://www.canadiantire.ca/fr/pdp/canvas-bala-salon-de-jardin-carre-avec-coussins-resistant-aux-rayons-uv-6-pce-0882042p.html,"CANVAS Bala - Salon de jardin carré avec coussins résistant aux rayons UV, 6 pce",CANVAS,https://media-www.canadiantire.ca/product/seasonal-gardening/backyard-living/outdoor-furniture/0882042/canvas-bala-6-piece-sectional-set-5e44e545-973f-4a11-8d65-258d7bd00ba6-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.3,(238),4.3 étoile(s) sur 5. 238 évaluations,Liquidation◊,Mieux notés,#088-2042-0,,Ajouter,"999,93 $",Était±,±,"1 399,99 $","prix était 1 399,99 $",Il n’en reste que 4,Comparer,,,,https://media-www.canadiantire.ca/category-content/2023/northern-light/tested-fr.png,,,,,,,
https://www.canadiantire.ca/fr/pdp/scie-d-etabli-mastercraft-avec-banc-en-acier-robuste-15-a-10-po-0556755p.html,"Scie d'établi Mastercraft avec banc en acier robuste, 15 A, 10 po",Mastercraft,https://media-www.canadiantire.ca/product/fixing/tools/stationary-tools/0556755/mastercraft-15a-table-saw-1e5636b6-749e-466d-a497-4f62778ee243.png?im=whresize&wid=200&hei=200,,Maintenant,,3.5,(173),3.5 étoile(s) sur 5. 173 évaluations,Liquidation◊,Exclusivité,#055-6755-8,,Ajouter,"169,93 $",Était±,±,"369,99 $","prix était 369,99 $",,,33 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/mini-compresseur-et-pistolet-souffleur-mastercraft-0581976p.html,Mini compresseur et pistolet souffleur Mastercraft,Mastercraft,https://media-www.canadiantire.ca/product/fixing/tools/air-tools-accessories/0581976/mc-mini-air-brush-compressor-kit-0a3acdc4-3bea-4cf8-a91b-3f901acf9aa5-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,2.9,(15),2.9 étoile(s) sur 5. 15 évaluations,Liquidation◊,Exclusivité,#058-1976-6,,Ajouter,"14,93 $",Était±,±,"99,99 $","prix était 99,99 $",,Comparer,328 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/peinture-en-aerosol-krylon-fusion-all-in-one-340-g-0480950p.html,"Peinture en aérosol Krylon Fusion All-In-One, 340 g",Krylon,https://media-www.canadiantire.ca/product/fixing/paint/paints/0480950/krylon-fusion-spray-paint-flat-black-340g-6c25b6ed-00e9-425f-83ea-aedb37fc438e-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.0,(182),4.0 étoile(s) sur 5. 182 évaluations,Liquidation◊,,#048-0950X,,Options,,,,,,,Comparer,,,+ Plus d'options,,,,,,,,
https://www.canadiantire.ca/fr/pdp/aspirateur-sec-humide-sans-fil-leger-tineco-ifloor-3-ultra-et-nettoyant-de-plancher-dur-0439486p.html,Aspirateur sec/humide sans fil léger Tineco iFloor 3 Ultra et nettoyant de plancher dur,Tineco,https://media-www.canadiantire.ca/product/living/cleaning/vacuums-and-floorcare/0439486/tineco-ifloor-3-ultra-wet-dry-vacuum-hard-floor-washer-382379f9-69c0-4cae-8993-a660683fcaa2-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.4,(132),4.4 étoile(s) sur 5. 132 évaluations,Liquidation◊,Mieux notés,#043-9486-8,,Options,,,,,,,Comparer,,,,https://media-www.canadiantire.ca/category-content/2023/northern-light/tested-fr.png,,,,,,,
https://www.canadiantire.ca/fr/pdp/table-basse-d-exterieur-de-jardin-canvas-jasper-circle-paq-2-1880271p.html,"Table basse d'extérieur/de jardin CANVAS Jasper Circle, paq. 2",CANVAS,https://media-www.canadiantire.ca/product/seasonal-gardening/backyard-living/outdoor-furniture/1880271/canvas-jasper-2-piece-coffee-tables-73d718a2-ea09-4127-9f2a-2824e6e9828b-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,0.0,(0),0.0 étoile(s) sur 5.,Liquidation◊,Exclusivité,#188-0271-8,,Options,,,,,,,Comparer,,,,,,,,,,,
